,payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update,_merge
26,11788,437,2,10009,8.99,2005-07-31 18:00:28,2006-02-15 22:18:43,right_only
27,11788,437,2,10009,8.99,2005-07-31 18:00:28,2006-02-15 22:18:43,left_only
28,1736,64,1,1001,2.99,2005-05-31 00:46:31,2006-02-15 22:12:45,right_only
29,1736,64,1,1001,2.99,2005-05-31 00:46:31,2006-02-15 22:12:45,left_only
30,10106,373,1,10010,6.99,2005-07-31 18:01:36,2006-02-15 22:17:12,right_only
31,10106,373,1,10010,6.99,2005-07-31 18:01:36,2006-02-15 22:17:12,left_only
32,3457,128,1,10011,2.99,2005-07-31 18:02:41,2006-02-15 22:13:15,right_only
33,3457,128,1,10011,2.99,2005-07-31 18:02:41,2006-02-15 22:13:15,left_only
34,13823,513,1,10012,3.99,2005-07-31 18:06:06,2006-02-15 22:20:43,right_only
35,13823,513,1,10012,3.99,2005-07-31 18:06:06,2006-02-15 22:20:43,left_only
36,10218,377,1,10013,4.99,2005-07-31 18:08:21,2006-02-15 22:17:17,right_only
37,10218,377,1,10013,4.99,2005-07-31 18:08:21,2006-02-15 22:17:17,left_only
38,11957,443,1,10014,4.99,2005-07-31 18:10:56,2006-02-15 22:18:52,right_only
39,11957,443,1,10014,4.99,2005-07-31 18:10:56,2006-02-15 22:18:52,left_only
40,4170,153,2,10015,4.99,2005-07-31 18:11:17,2006-02-15 22:13:31,right_only
41,4170,153,2,10015,4.99,2005-07-31 18:11:17,2006-02-15 22:13:31,left_only
42,12918,478,2,10016,4.99,2005-07-31 18:13:06,2006-02-15 22:19:48,right_only
43,12918,478,2,10016,4.99,2005-07-31 18:13:06,2006-02-15 22:19:48,left_only
44,11469,424,1,10017,6.99,2005-07-31 18:13:22,2006-02-15 22:18:26,right_only
45,11469,424,1,10017,6.99,2005-07-31 18:13:22,2006-02-15 22:18:26,left_only
46,12996,481,1,10018,3.99,2005-07-31 18:15:14,2006-02-15 22:19:52,right_only
47,12996,481,1,10018,3.99,2005-07-31 18:15:14,2006-02-15 22:19:52,left_only
48,14444,536,2,10019,3.99,2005-07-31 18:20:56,2006-02-15 22:21:23,right_only
49,14444,536,2,10019,3.99,2005-07-31 18:20:56,2006-02-15 22:21:23,left_only
50,10740,397,2,1002,0.99,2005-05-31 00:47:56,2006-02-15 22:17:44,right_only
51,10740,397,2,1002,0.99,2005-05-31 00:47:56,2006-02-15 22:17:44,left_only
52,14166,526,2,10020,4.99,2005-07-31 18:21:08,2006-02-15 22:21:05,right_only
53,14166,526,2,10020,4.99,2005-07-31 18:21:08,2006-02-15 22:21:05,left_only
54,15995,597,2,10021,4.99,2005-07-31 18:24:39,2006-02-15 22:24:00,right_only
55,15995,597,2,10021,4.99,2005-07-31 18:24:39,2006-02-15 22:24:00,left_only
56,3111,115,2,10022,3.99,2005-07-31 18:25:30,2006-02-15 22:13:07,right_only
57,3111,115,2,10022,3.99,2005-07-31 18:25:30,2006-02-15 22:13:07,left_only
58,8621,318,2,10023,5.99,2005-07-31 18:25:51,2006-02-15 22:16:02,right_only
59,8621,318,2,10023,5.99,2005-07-31 18:25:51,2006-02-15 22:16:02,left_only
60,3489,129,1,10024,7.99,2005-07-31 18:26:36,2006-02-15 22:13:15,right_only
61,3489,129,1,10024,7.99,2005-07-31 18:26:36,2006-02-15 22:13:15,left_only
62,15141,565,1,10025,5.99,2005-07-31 18:29:09,2006-02-15 22:22:10,right_only
63,15141,565,1,10025,5.99,2005-07-31 18:29:09,2006-02-15 22:22:10,left_only
64,8977,332,1,10026,4.99,2005-07-31 18:31:51,2006-02-15 22:16:17,right_only
65,8977,332,1,10026,4.99,2005-07-31 18:31:51,2006-02-15 22:16:17,left_only
66,7778,287,1,10027,6.99,2005-07-31 18:33:51,2006-02-15 22:15:28,right_only
67,7778,287,1,10027,6.99,2005-07-31 18:33:51,2006-02-15 22:15:28,left_only
68,8743,323,1,10028,4.99,2005-07-31 18:35:54,2006-02-15 22:16:07,right_only
69,8743,323,1,10028,4.99,2005-07-31 18:35:54,2006-02-15 22:16:07,left_only
70,15499,578,1,10029,6.99,2005-07-31 18:37:47,2006-02-15 22:22:35,right_only
71,15499,578,1,10029,6.99,2005-07-31 18:37:47,2006-02-15 22:22:35,left_only
72,4377,161,1,1003,0.99,2005-05-31 00:48:20,2006-02-15 22:13:36,right_only
73,4377,161,1,1003,0.99,2005-05-31 00:48:20,2006-02-15 22:13:36,left_only
74,8791,325,2,10030,2.99,2005-07-31 18:39:36,2006-02-15 22:16:09,right_only
75,8791,325,2,10030,2.99,2005-07-31 18:39:36,2006-02-15 22:16:09,left_only
76,2612,96,2,10031,4.99,2005-07-31 18:40:15,2006-02-15 22:12:58,right_only
77,2612,96,2,10031,4.99,2005-07-31 18:40:15,2006-02-15 22:12:58,left_only
78,3402,126,2,10032,4.99,2005-07-31 18:41:55,2006-02-15 22:13:14,right_only
79,3402,126,2,10032,4.99,2005-07-31 18:41:55,2006-02-15 22:13:14,left_only
80,10328,381,2,10033,4.99,2005-07-31 18:44:29,2006-02-15 22:17:23,right_only
81,10328,381,2,10033,4.99,2005-07-31 18:44:29,2006-02-15 22:17:23,left_only
82,11937,442,1,10034,2.99,2005-07-31 18:45:30,2006-02-15 22:18:51,right_only
83,11937,442,1,10034,2.99,2005-07-31 18:45:30,2006-02-15 22:18:51,left_only
84,9003,333,2,10035,4.99,2005-07-31 18:46:46,2006-02-15 22:16:18,right_only
85,9003,333,2,10035,4.99,2005-07-31 18:46:46,2006-02-15 22:16:18,left_only
86,13251,491,2,10036,2.99,2005-07-31 18:47:20,2006-02-15 22:20:08,right_only
87,13251,491,2,10036,2.99,2005-07-31 18:47:20,2006-02-15 22:20:08,left_only
88,1606,58,2,10037,2.99,2005-07-31 18:48:08,2006-02-15 22:12:44,right_only
89,1606,58,2,10037,2.99,2005-07-31 18:48:08,2006-02-15 22:12:44,left_only
90,3015,112,1,10038,2.99,2005-07-31 18:49:12,2006-02-15 22:13:05,right_only
91,3015,112,1,10038,2.99,2005-07-31 18:49:12,2006-02-15 22:13:05,left_only
92,2988,111,2,10039,2.99,2005-07-31 18:50:40,2006-02-15 22:13:05,right_only
93,2988,111,2,10039,2.99,2005-07-31 18:50:40,2006-02-15 22:13:05,left_only
94,15127,565,1,1004,0.99,2005-05-31 00:48:36,2006-02-15 22:22:09,right_only
95,15127,565,1,1004,0.99,2005-05-31 00:48:36,2006-02-15 22:22:09,left_only
96,7264,268,1,10040,1.99,2005-07-31 18:54:15,2006-02-15 22:15:07,right_only
97,7264,268,1,10040,1.99,2005-07-31 18:54:15,2006-02-15 22:15:07,left_only
98,10258,379,1,10041,4.99,2005-07-31 19:01:02,2006-02-15 22:17:19,right_only
99,10258,379,1,10041,4.99,2005-07-31 19:01:02,2006-02-15 22:17:19,left_only
100,5539,204,2,10042,2.99,2005-07-31 19:01:25,2006-02-15 22:14:07,right_only
101,5539,204,2,10042,2.99,2005-07-31 19:01:25,2006-02-15 22:14:07,left_only
102,6020,222,2,10043,1.99,2005-07-31 19:02:07,2006-02-15 22:14:21,right_only
103,6020,222,2,10043,1.99,2005-07-31 19:02:07,2006-02-15 22:14:21,left_only
104,10516,388,2,10044,2.99,2005-07-31 19:02:33,2006-02-15 22:17:32,right_only
105,10516,388,2,10044,2.99,2005-07-31 19:02:33,2006-02-15 22:17:32,left_only
106,3181,118,2,10045,1.99,2005-07-31 19:04:35,2006-02-15 22:13:09,right_only
107,3181,118,2,10045,1.99,2005-07-31 19:04:35,2006-02-15 22:13:09,left_only
108,1380,50,2,10046,2.99,2005-07-31 19:07:11,2006-02-15 22:12:41,right_only
109,1380,50,2,10046,2.99,2005-07-31 19:07:11,2006-02-15 22:12:41,left_only
110,6607,244,2,10047,4.99,2005-07-31 19:07:43,2006-02-15 22:14:44,right_only
111,6607,244,2,10047,4.99,2005-07-31 19:07:43,2006-02-15 22:14:44,left_only
112,7231,267,2,10048,4.99,2005-07-31 19:08:56,2006-02-15 22:15:06,right_only
113,7231,267,2,10048,4.99,2005-07-31 19:08:56,2006-02-15 22:15:06,left_only
114,12346,457,1,10049,2.99,2005-07-31 19:11:11,2006-02-15 22:19:14,right_only
115,12346,457,1,10049,2.99,2005-07-31 19:11:11,2006-02-15 22:19:14,left_only
116,14784,551,2,1005,3.99,2005-05-31 00:53:25,2006-02-15 22:21:46,right_only
117,14784,551,2,1005,3.99,2005-05-31 00:53:25,2006-02-15 22:21:46,left_only
118,6207,230,2,10050,3.99,2005-07-31 19:13:29,2006-02-15 22:14:30,right_only
119,6207,230,2,10050,3.99,2005-07-31 19:13:29,2006-02-15 22:14:30,left_only
120,2008,74,2,10051,3.99,2005-07-31 19:14:20,2006-02-15 22:12:49,right_only
121,2008,74,2,10051,3.99,2005-07-31 19:14:20,2006-02-15 22:12:49,left_only
122,1087,39,2,10052,4.99,2005-07-31 19:15:13,2006-02-15 22:12:38,right_only
123,1087,39,2,10052,4.99,2005-07-31 19:15:13,2006-02-15 22:12:38,left_only
124,6033,223,2,10053,7.99,2005-07-31 19:15:39,2006-02-15 22:14:22,right_only
125,6033,223,2,10053,7.99,2005-07-31 19:15:39,2006-02-15 22:14:22,left_only
126,16025,598,1,10054,4.99,2005-07-31 19:15:52,2006-02-15 22:24:07,right_only
127,16025,598,1,10054,4.99,2005-07-31 19:15:52,2006-02-15 22:24:07,left_only
128,9086,336,1,10055,0.99,2005-07-31 19:15:58,2006-02-15 22:16:22,right_only
129,9086,336,1,10055,0.99,2005-07-31 19:15:58,2006-02-15 22:16:22,left_only
130,6406,237,2,10056,0.99,2005-07-31 19:19:13,2006-02-15 22:14:38,right_only
131,6406,237,2,10056,0.99,2005-07-31 19:19:13,2006-02-15 22:14:38,left_only
132,6208,230,1,10057,9.99,2005-07-31 19:20:18,2006-02-15 22:14:30,right_only
133,6208,230,1,10057,9.99,2005-07-31 19:20:18,2006-02-15 22:14:30,left_only
134,6407,237,2,10058,2.99,2005-07-31 19:20:21,2006-02-15 22:14:38,right_only
135,6407,237,2,10058,2.99,2005-07-31 19:20:21,2006-02-15 22:14:38,left_only
136,7419,274,2,10059,4.99,2005-07-31 19:20:49,2006-02-15 22:15:13,right_only
137,7419,274,2,10059,4.99,2005-07-31 19:20:49,2006-02-15 22:15:13,left_only
138,6007,222,2,1006,2.99,2005-05-31 00:57:08,2006-02-15 22:14:21,right_only
139,6007,222,2,1006,2.99,2005-05-31 00:57:08,2006-02-15 22:14:21,left_only
140,1169,42,2,10060,6.99,2005-07-31 19:23:00,2006-02-15 22:12:39,right_only
141,1169,42,2,10060,6.99,2005-07-31 19:23:00,2006-02-15 22:12:39,left_only
142,10575,390,1,10061,4.99,2005-07-31 19:23:25,2006-02-15 22:17:35,right_only
143,10575,390,1,10061,4.99,2005-07-31 19:23:25,2006-02-15 22:17:35,left_only
144,9004,333,1,10062,2.99,2005-07-31 19:24:55,2006-02-15 22:16:18,right_only
145,9004,333,1,10062,2.99,2005-07-31 19:24:55,2006-02-15 22:16:18,left_only
146,13931,517,1,10063,4.99,2005-07-31 19:25:13,2006-02-15 22:20:50,right_only
147,13931,517,1,10063,4.99,2005-07-31 19:25:13,2006-02-15 22:20:50,left_only
148,1139,41,1,10064,2.99,2005-07-31 19:27:02,2006-02-15 22:12:38,right_only
149,1139,41,1,10064,2.99,2005-07-31 19:27:02,2006-02-15 22:12:38,left_only
150,13346,495,2,10065,4.99,2005-07-31 19:27:34,2006-02-15 22:20:13,right_only
151,13346,495,2,10065,4.99,2005-07-31 19:27:34,2006-02-15 22:20:13,left_only
152,3327,123,1,10066,4.99,2005-07-31 19:30:01,2006-02-15 22:13:12,right_only
153,3327,123,1,10066,4.99,2005-07-31 19:30:01,2006-02-15 22:13:12,left_only
154,4039,148,2,10067,4.99,2005-07-31 19:37:58,2006-02-15 22:13:28,right_only
155,4039,148,2,10067,4.99,2005-07-31 19:37:58,2006-02-15 22:13:28,left_only
156,1607,58,1,10068,4.99,2005-07-31 19:39:38,2006-02-15 22:12:44,right_only
157,1607,58,1,10068,4.99,2005-07-31 19:39:38,2006-02-15 22:12:44,left_only
158,7316,270,1,10069,3.99,2005-07-31 19:43:18,2006-02-15 22:15:09,right_only
159,7316,270,1,10069,3.99,2005-07-31 19:43:18,2006-02-15 22:15:09,left_only
160,631,24,2,1007,6.99,2005-05-31 01:02:28,2006-02-15 22:12:34,right_only
161,631,24,2,1007,6.99,2005-05-31 01:02:28,2006-02-15 22:12:34,left_only
162,8792,325,1,10070,4.99,2005-07-31 19:46:29,2006-02-15 22:16:09,right_only
163,8792,325,1,10070,4.99,2005-07-31 19:46:29,2006-02-15 22:16:09,left_only
164,9541,353,2,10071,2.99,2005-07-31 19:49:35,2006-02-15 22:16:45,right_only
165,9541,353,2,10071,2.99,2005-07-31 19:49:35,2006-02-15 22:16:45,left_only
166,14005,520,1,10072,0.99,2005-07-31 19:50:37,2006-02-15 22:20:55,right_only
167,14005,520,1,10072,0.99,2005-07-31 19:50:37,2006-02-15 22:20:55,left_only
168,15652,584,2,10073,2.99,2005-07-31 19:53:15,2006-02-15 22:22:46,right_only
169,15652,584,2,10073,2.99,2005-07-31 19:53:15,2006-02-15 22:22:46,left_only
170,1881,69,2,10074,0.99,2005-07-31 19:57:16,2006-02-15 22:12:47,right_only
171,1881,69,2,10074,0.99,2005-07-31 19:57:16,2006-02-15 22:12:47,left_only
172,12674,469,2,10075,4.99,2005-07-31 19:58:42,2006-02-15 22:19:33,right_only
173,12674,469,2,10075,4.99,2005-07-31 19:58:42,2006-02-15 22:19:33,left_only
174,14879,555,2,10076,7.99,2005-07-31 20:00:34,2006-02-15 22:21:52,right_only
175,14879,555,2,10076,7.99,2005-07-31 20:00:34,2006-02-15 22:21:52,left_only
176,503,19,2,10077,9.99,2005-07-31 20:01:06,2006-02-15 22:12:33,right_only
177,503,19,2,10077,9.99,2005-07-31 20:01:06,2006-02-15 22:12:33,left_only
178,4125,151,1,10078,2.99,2005-07-31 20:02:02,2006-02-15 22:13:30,right_only
179,4125,151,1,10078,2.99,2005-07-31 20:02:02,2006-02-15 22:13:30,left_only
180,13132,486,1,10079,2.99,2005-07-31 20:05:45,2006-02-15 22:20:00,right_only
181,13132,486,1,10079,2.99,2005-07-31 20:05:45,2006-02-15 22:20:00,left_only
182,16031,599,2,1008,4.99,2005-05-31 01:18:56,2006-02-15 22:24:09,right_only
183,16031,599,2,1008,4.99,2005-05-31 01:18:56,2006-02-15 22:24:09,left_only
184,1699,62,2,10080,0.99,2005-07-31 20:07:10,2006-02-15 22:12:45,right_only
185,1699,62,2,10080,0.99,2005-07-31 20:07:10,2006-02-15 22:12:45,left_only
186,11958,443,2,10081,5.99,2005-07-31 20:07:44,2006-02-15 22:18:53,right_only
187,11958,443,2,10081,5.99,2005-07-31 20:07:44,2006-02-15 22:18:53,left_only
188,2078,76,2,10082,0.99,2005-07-31 20:09:32,2006-02-15 22:12:50,right_only
189,2078,76,2,10082,0.99,2005-07-31 20:09:32,2006-02-15 22:12:50,left_only
190,12127,449,2,10083,5.99,2005-07-31 20:10:19,2006-02-15 22:19:02,right_only
191,12127,449,2,10083,5.99,2005-07-31 20:10:19,2006-02-15 22:19:02,left_only
192,14222,528,1,10084,3.99,2005-07-31 20:11:29,2006-02-15 22:21:08,right_only
193,14222,528,1,10084,3.99,2005-07-31 20:11:29,2006-02-15 22:21:08,left_only
194,10629,392,2,10085,0.99,2005-07-31 20:12:02,2006-02-15 22:17:38,right_only
195,10629,392,2,10085,0.99,2005-07-31 20:12:02,2006-02-15 22:17:38,left_only
196,5562,205,2,10086,4.99,2005-07-31 20:14:08,2006-02-15 22:14:08,right_only
197,5562,205,2,10086,4.99,2005-07-31 20:14:08,2006-02-15 22:14:08,left_only
198,6646,245,1,10087,3.99,2005-07-31 20:15:22,2006-02-15 22:14:46,right_only
199,6646,245,1,10087,3.99,2005-07-31 20:15:22,2006-02-15 22:14:46,left_only
200,1273,46,1,10088,2.99,2005-07-31 20:16:21,2006-02-15 22:12:40,right_only
201,1273,46,1,10088,2.99,2005-07-31 20:16:21,2006-02-15 22:12:40,left_only
202,4356,160,2,10089,2.99,2005-07-31 20:17:09,2006-02-15 22:13:36,right_only
203,4356,160,2,10089,2.99,2005-07-31 20:17:09,2006-02-15 22:13:36,left_only
204,13085,485,1,1009,2.99,2005-05-31 01:47:35,2006-02-15 22:19:58,right_only
205,13085,485,1,1009,2.99,2005-05-31 01:47:35,2006-02-15 22:19:58,left_only
206,14360,533,2,10090,3.99,2005-07-31 20:22:01,2006-02-15 22:21:17,right_only
207,14360,533,2,10090,3.99,2005-07-31 20:22:01,2006-02-15 22:21:17,left_only
208,3654,135,2,10091,4.99,2005-07-31 20:23:13,2006-02-15 22:13:19,right_only
209,3654,135,2,10091,4.99,2005-07-31 20:23:13,2006-02-15 22:13:19,left_only
210,9848,364,1,10092,0.99,2005-07-31 20:28:09,2006-02-15 22:16:59,right_only
211,9848,364,1,10092,0.99,2005-07-31 20:28:09,2006-02-15 22:16:59,left_only
212,4416,162,2,10093,5.99,2005-07-31 20:30:32,2006-02-15 22:13:37,right_only
213,4416,162,2,10093,5.99,2005-07-31 20:30:32,2006-02-15 22:13:37,left_only
214,15969,596,1,10094,3.99,2005-07-31 20:31:18,2006-02-15 22:23:54,right_only
215,15969,596,1,10094,3.99,2005-07-31 20:31:18,2006-02-15 22:23:54,left_only
216,10008,370,2,10095,0.99,2005-07-31 20:38:35,2006-02-15 22:17:07,right_only
217,10008,370,2,10095,0.99,2005-07-31 20:38:35,2006-02-15 22:17:07,left_only
218,7863,290,2,10096,3.99,2005-07-31 20:38:58,2006-02-15 22:15:31,right_only
219,7863,290,2,10096,3.99,2005-07-31 20:38:58,2006-02-15 22:15:31,left_only
220,13981,519,1,10097,5.99,2005-07-31 20:39:38,2006-02-15 22:20:53,right_only
221,13981,519,1,10097,5.99,2005-07-31 20:39:38,2006-02-15 22:20:53,left_only
222,4226,155,1,10098,0.99,2005-07-31 20:41:17,2006-02-15 22:13:33,right_only
223,4226,155,1,10098,0.99,2005-07-31 20:41:17,2006-02-15 22:13:33,left_only
224,5962,220,1,10099,2.99,2005-07-31 20:47:14,2006-02-15 22:14:19,right_only
225,5962,220,1,10099,2.99,2005-07-31 20:47:14,2006-02-15 22:14:19,left_only
226,12611,468,2,101,6.99,2005-05-25 17:17:04,2006-02-15 22:19:30,right_only
227,12611,468,2,101,6.99,2005-05-25 17:17:04,2006-02-15 22:19:30,left_only
228,1332,49,2,1010,4.99,2005-05-31 01:57:32,2006-02-15 22:12:40,right_only
229,1332,49,2,1010,4.99,2005-05-31 01:57:32,2006-02-15 22:12:40,left_only
230,8925,330,2,10100,4.99,2005-07-31 20:47:18,2006-02-15 22:16:14,right_only
231,8925,330,2,10100,4.99,2005-07-31 20:47:18,2006-02-15 22:16:14,left_only
232,3203,119,1,10101,0.99,2005-07-31 20:47:29,2006-02-15 22:13:09,right_only
233,3203,119,1,10101,0.99,2005-07-31 20:47:29,2006-02-15 22:13:09,left_only
234,4620,170,1,10102,9.99,2005-07-31 20:49:10,2006-02-15 22:13:42,right_only
235,4620,170,1,10102,9.99,2005-07-31 20:49:10,2006-02-15 22:13:42,left_only
236,675,25,2,10103,2.99,2005-07-31 20:49:13,2006-02-15 22:12:34,right_only
237,675,25,2,10103,2.99,2005-07-31 20:49:13,2006-02-15 22:12:34,left_only
238,5058,186,1,10104,1.99,2005-07-31 20:49:14,2006-02-15 22:13:54,right_only
239,5058,186,1,10104,1.99,2005-07-31 20:49:14,2006-02-15 22:13:54,left_only
240,7753,286,2,10105,5.99,2005-07-31 20:54:20,2006-02-15 22:15:27,right_only
241,7753,286,2,10105,5.99,2005-07-31 20:54:20,2006-02-15 22:15:27,left_only
242,14904,556,2,10106,4.99,2005-07-31 21:00:47,2006-02-15 22:21:54,right_only
243,14904,556,2,10106,4.99,2005-07-31 21:00:47,2006-02-15 22:21:54,left_only
244,11205,414,2,10107,5.99,2005-07-31 21:01:46,2006-02-15 22:18:12,right_only
245,11205,414,2,10107,5.99,2005-07-31 21:01:46,2006-02-15 22:18:12,left_only
246,8818,326,1,10108,0.99,2005-07-31 21:02:14,2006-02-15 22:16:10,right_only
247,8818,326,1,10108,0.99,2005-07-31 21:02:14,2006-02-15 22:16:10,left_only
248,10895,403,2,10109,5.99,2005-07-31 21:04:49,2006-02-15 22:17:53,right_only
249,10895,403,2,10109,5.99,2005-07-31 21:04:49,2006-02-15 22:17:53,left_only
250,4451,164,2,1011,1.99,2005-05-31 02:05:39,2006-02-15 22:13:38,right_only
251,4451,164,2,1011,1.99,2005-05-31 02:05:39,2006-02-15 22:13:38,left_only
252,3739,138,1,10110,0.99,2005-07-31 21:06:12,2006-02-15 22:13:21,right_only
253,3739,138,1,10110,0.99,2005-07-31 21:06:12,2006-02-15 22:13:21,left_only
254,1056,38,2,10111,2.99,2005-07-31 21:08:33,2006-02-15 22:12:38,right_only
255,1056,38,2,10111,2.99,2005-07-31 21:08:33,2006-02-15 22:12:38,left_only
256,5375,198,1,10112,4.99,2005-07-31 21:08:56,2006-02-15 22:14:02,right_only
257,5375,198,1,10112,4.99,2005-07-31 21:08:56,2006-02-15 22:14:02,left_only
258,12453,461,2,10113,4.99,2005-07-31 21:10:03,2006-02-15 22:19:20,right_only
259,12453,461,2,10113,4.99,2005-07-31 21:10:03,2006-02-15 22:19:20,left_only
260,5914,218,1,10114,0.99,2005-07-31 21:12:58,2006-02-15 22:14:18,right_only
261,5914,218,1,10114,0.99,2005-07-31 21:12:58,2006-02-15 22:14:18,left_only
262,1859,68,1,10115,7.99,2005-07-31 21:13:47,2006-02-15 22:12:47,right_only
263,1859,68,1,10115,7.99,2005-07-31 21:13:47,2006-02-15 22:12:47,left_only
264,770,28,2,10116,2.99,2005-07-31 21:14:02,2006-02-15 22:12:35,right_only
265,770,28,2,10116,2.99,2005-07-31 21:14:02,2006-02-15 22:12:35,left_only
266,12402,459,2,10117,4.99,2005-07-31 21:14:31,2006-02-15 22:19:18,right_only
267,12402,459,2,10117,4.99,2005-07-31 21:14:31,2006-02-15 22:19:18,left_only
268,3872,143,1,10118,0.99,2005-07-31 21:16:31,2006-02-15 22:13:24,right_only
269,3872,143,1,10118,0.99,2005-07-31 21:16:31,2006-02-15 22:13:24,left_only
270,9502,351,2,10119,0.99,2005-07-31 21:20:59,2006-02-15 22:16:43,right_only
271,9502,351,2,10119,0.99,2005-07-31 21:20:59,2006-02-15 22:16:43,left_only
272,7874,291,1,1012,2.99,2005-05-31 02:18:05,2006-02-15 22:15:32,right_only
273,7874,291,1,1012,2.99,2005-05-31 02:18:05,2006-02-15 22:15:32,left_only
274,10727,396,2,10120,2.99,2005-07-31 21:24:24,2006-02-15 22:17:43,right_only
275,10727,396,2,10120,2.99,2005-07-31 21:24:24,2006-02-15 22:17:43,left_only
276,11497,425,1,10121,0.99,2005-07-31 21:24:53,2006-02-15 22:18:27,right_only
277,11497,425,1,10121,0.99,2005-07-31 21:24:53,2006-02-15 22:18:27,left_only
278,5306,196,2,10122,10.99,2005-07-31 21:29:28,2006-02-15 22:14:00,right_only
279,5306,196,2,10122,10.99,2005-07-31 21:29:28,2006-02-15 22:14:00,left_only
280,13154,487,2,10123,0.99,2005-07-31 21:30:46,2006-02-15 22:20:02,right_only
281,13154,487,2,10123,0.99,2005-07-31 21:30:46,2006-02-15 22:20:02,left_only
282,10728,396,2,10124,0.99,2005-07-31 21:31:49,2006-02-15 22:17:43,right_only
283,10728,396,2,10124,0.99,2005-07-31 21:31:49,2006-02-15 22:17:43,left_only
284,4848,178,2,10125,0.99,2005-07-31 21:33:03,2006-02-15 22:13:48,right_only
285,4848,178,2,10125,0.99,2005-07-31 21:33:03,2006-02-15 22:13:48,left_only
286,1088,39,1,10126,0.99,2005-07-31 21:36:07,2006-02-15 22:12:38,right_only
287,1088,39,1,10126,0.99,2005-07-31 21:36:07,2006-02-15 22:12:38,left_only
288,12919,478,2,10127,0.99,2005-07-31 21:39:48,2006-02-15 22:19:48,right_only
289,12919,478,2,10127,0.99,2005-07-31 21:39:48,2006-02-15 22:19:48,left_only
290,13702,508,2,10128,2.99,2005-07-31 21:40:04,2006-02-15 22:20:35,right_only
291,13702,508,2,10128,2.99,2005-07-31 21:40:04,2006-02-15 22:20:35,left_only
292,15113,564,1,10129,6.99,2005-07-31 21:41:35,2006-02-15 22:22:08,right_only
293,15113,564,1,10129,6.99,2005-07-31 21:41:35,2006-02-15 22:22:08,left_only
294,10396,384,2,1013,2.99,2005-05-31 02:37:00,2006-02-15 22:17:26,right_only
295,10396,384,2,1013,2.99,2005-05-31 02:37:00,2006-02-15 22:17:26,left_only
296,2589,95,1,10130,0.99,2005-07-31 21:44:30,2006-02-15 22:12:58,right_only
297,2589,95,1,10130,0.99,2005-07-31 21:44:30,2006-02-15 22:12:58,left_only
298,13751,510,1,10131,0.99,2005-07-31 21:45:28,2006-02-15 22:20:38,right_only
299,13751,510,1,10131,0.99,2005-07-31 21:45:28,2006-02-15 22:20:38,left_only
300,621,23,1,10132,6.99,2005-07-31 21:50:24,2006-02-15 22:12:34,right_only
301,621,23,1,10132,6.99,2005-07-31 21:50:24,2006-02-15 22:12:34,left_only
302,6304,234,2,10133,5.99,2005-07-31 21:55:07,2006-02-15 22:14:34,right_only
